,Hotel_Names,Staff_Rating,Facilities_Rating,Cleanliness_Rating,Comfort_Rating,Value_For_Money_Rating,Location_Rating,Free_WiFi_Rating,Final_Grade
3919,the-savoy-tel-aviv-sea-side,9.3,8.4,8.9,8.8,8.2,9.6,8.8,8.6
3920,grand-beach-tel-aviv,7.5,6.6,7.2,7.2,6.6,8.4,7.7,6.7
3921,dan-panorama-tel-aviv,8.3,7.9,8,8.2,7,8.9,7.5,8
3922,studios-next-to-rothschild,0,0,0,0,0,0,0,5.2
3923,miami,8.9,7.6,8.3,8,7.8,9.4,8.7,8
3924,embassy-hotel-tel-aviv,9.2,8.5,9,8.8,8.3,9.3,9.2,8.6
3925,boutique-neve-tzedek-tel-aviv,9.3,9.2,9.1,9.1,8.8,9.8,10,9.1
3926,ella-sr-by-tlv2rent,9.4,8.7,8.9,8.9,8.5,9.6,10,9
3927,okeanos-bamarina,8.3,8.2,8.3,8.4,8.1,9.2,8.4,8.2
3928,sunny-house,9.7,9.5,9.7,9.7,9.3,9.9,8.9,9.6
3929,hayarkon-alenby-classic-style-apartments-by-the-sea,9,9.2,9.2,9,8.6,9.5,9.1,9
3930,apartment-maria,0,0,0,0,0,0,0,9.3
3931,caravan-hostel-tel-aviv-by-roger,8.5,7.9,7.4,7.3,7.8,8.3,10,7.8
3932,penthouse-amp-sunset,8.8,8.5,9.1,8.5,8.7,9,10,8.4
3933,white-villa-tel-aviv,9.3,8.9,9.4,9.3,8.4,9.7,9.2,9
3934,sea-executive-suites,8.7,8.5,8.9,8.9,8.2,9.5,8.9,8.6
3935,club-house-luxury-seaside-apartments-tel-aviv,8.3,8.2,8.1,8.2,7.7,9.5,7.9,8.2
3936,apartment-bally,9.4,9.4,9.7,8.9,8.6,9.4,10,9.1
3937,apartment-tel-aviv-yafo,9.1,9.2,9.4,9.5,9,9.8,9.2,9.3
3938,herbert-samuel-by-the-beach,7.5,6.8,7,7.3,6.8,9.4,8.7,7.1
3939,luxurious-penthouse-apartment,9.4,9,9,9.1,8.9,9.6,10,9.1
3940,jojo,9.4,9.1,9.2,9,8.5,8.8,7.5,8.9
3941,luxury-sea-view-apartment,7.7,7.1,7.5,7.9,7.4,9.3,7.5,7.5
3942,sea-view-one-minute-from-beach-amazing-prime-location,8.9,8.5,8.5,8.3,8.2,9,10,8.6
3943,apartment-etsel-bat-yam,0,0,0,0,0,0,0,9.2
3944,sea-tel-aviv-yafo,8.6,8.2,8.2,8.4,8.2,9.8,7,8.5
3945,apartment-in-bat-yam-with-sea-view,0,0,0,0,0,0,0,8.7
3946,yaavetz-apartments-by-tlv2go,8.1,8.8,9.3,9.1,8,9.3,8.8,8.7
3947,bauhaus-boutique-by-tlv2rent,0,0,0,0,0,0,0,8.8
3948,beachfront-apartments-tel-aviv,0,0,0,0,0,0,0,7.6
3949,marine-heights,9,8.1,8.6,8.7,8.3,9.4,10,8.5
3950,carmel-market-apartments,0,0,0,0,0,0,0,8.1
3951,raines5-tlv,9.3,9.2,9.2,9.4,8.9,9.8,9.2,9.2
3952,jaffa-experience-home,9.1,8.4,8.7,8.8,8.2,10,7.5,8.5
3953,amazing-apartments-best-location-nachala-street,9.3,8.9,8.9,8.9,8.5,9.6,7.5,8.9
3954,royal-lea-apartmens,9.3,8.8,9.1,9.1,8.5,9.4,8.8,9
3955,the-david-kempinski-tel-aviv-tel-aviv-yafo,7.9,8.4,9.1,9.6,7.5,9.7,10,8.3
3956,the-norman-tel-aviv-tel-aviv,9.1,9.3,9.6,9.7,8.1,9.6,8.6,9.2
3957,ben-akhituv-street-8,8.9,8.9,8.8,8.9,8.4,8.3,8.8,8.7
3958,the-hbs-swite-ns-tsyvnh,9.8,9.4,9.9,9.5,9.2,9.6,8.9,9.5
3959,marina-village,9.6,8.9,9.5,9.3,9.3,9.8,9.6,9.2
3960,miraks-harav-kuk,9.2,7.8,7.9,7.9,8,9.4,7.5,8
3961,yarkon-by-beach-apartments-tlv,7.2,7.4,7.1,7.1,6.8,9.1,7.5,7.3
3962,ziv-apartments-hovevei-tsiyon-5,9.7,9.7,9.7,9.1,9.1,10,10,9.6
3963,apartment-leonardo,0,0,0,0,0,0,0,8.9
3964,renoma-apartments,9.9,9.7,9.9,9.8,9.4,9.8,9.3,9.7
3965,searooftop-47-wersuites-47-tlv-beach-47-80m2roof-47-privateparking-tel-aviv-yafo,8.2,7.7,8,8,7.5,8.7,8.3,7.9
3966,22-brkyh,8.4,7.9,8.2,8.2,7.2,6.9,6.2,7.5
3967,allen-be-29,8.5,8.6,9,8.7,7.8,9,10,8.5
3968,king-david-apartment-with-sea-view,0,0,0,0,0,0,0,7.7
3969,stunning-sunny-amp-clean-apt-in-artistic-old-jaffa,8.3,8.1,7.7,7.8,7.8,8.8,2.5,8
3970,simone-garden-raanana,8.3,7.9,7.3,7.9,7.7,8.8,10,7.8
3971,boutique-apartment-tel-aviv-yafo1,9.6,9.4,9.4,9.6,9.2,9.7,9.5,9.3
3972,kedem-by-beach-apartments-tlv,8.1,8.3,8.5,8.6,8.2,8.7,8.3,8.2
3973,the-house-of-de-picciotto,9.9,9.8,9.8,9.5,9.3,9.2,7.5,9.5
3974,family-vacation-rental-jaffa-sea-view-luxury-fully-equipped-penthouse-120m-only-,9.4,8.8,8,8.6,8.7,9.8,5,8.7
3975,apartment-leonardo,0,0,0,0,0,0,0,8.9
3976,renoma-apartments,9.9,9.7,9.9,9.8,9.4,9.8,9.3,9.7
3977,searooftop-47-wersuites-47-tlv-beach-47-80m2roof-47-privateparking-tel-aviv-yafo,8.2,7.7,8,8,7.5,8.7,8.3,7.9
3978,22-brkyh,8.4,7.9,8.2,8.2,7.2,6.9,6.2,7.5
3979,allen-be-29,8.5,8.6,9,8.7,7.8,9,10,8.5
3980,king-david-apartment-with-sea-view,0,0,0,0,0,0,0,7.7
3981,stunning-sunny-amp-clean-apt-in-artistic-old-jaffa,8.3,8.1,7.7,7.8,7.8,8.8,2.5,8
3982,simone-garden-raanana,8.3,7.9,7.3,7.9,7.7,8.8,10,7.8
3983,boutique-apartment-tel-aviv-yafo1,9.6,9.4,9.4,9.6,9.2,9.7,9.5,9.3
3984,kedem-by-beach-apartments-tlv,8.1,8.3,8.5,8.6,8.2,8.7,8.3,8.2
3985,the-house-of-de-picciotto,9.9,9.8,9.8,9.5,9.3,9.2,7.5,9.5
3986,dana-39-s-place-ntnyh,9.8,9.4,9.6,9.6,9.2,9.2,10,9.4
3987,family-vacation-rental-jaffa-sea-view-luxury-fully-equipped-penthouse-120m-only-,9.4,8.8,8,8.6,8.7,9.8,5,8.7
3988,36-geula-by-beach-apartments-tlv,8.2,8.4,8.6,8.4,8.1,9.4,8.1,8.3
3989,dyrh-hadera,9.2,8.2,8.9,8.4,8.6,8.3,8.9,8.3
3990,sea-n-39-rent-arlozorov-8,0,0,0,0,0,0,0,9.8
3991,kerens-apartments-by-sea-n-rent,0,0,0,0,0,0,0,7.8
3992,laguna-water-front-2bdr-pool-47-parking-47-gym,0,0,0,0,0,0,0,9.7
3993,water-front-luxury-family-apartment-herzliya,7.9,7.9,7.1,8.2,7.5,10,8.8,8
3994,chrysler-residence,9.8,9.6,9.7,9.5,9.1,9.1,10,9.3
3995,mr-ambassador-by-royal-rent,0,0,0,0,0,0,0,8.8
3996,the-rose,9.8,9.1,9.3,9.3,9.1,9.5,7.5,8.5
3997,ocean-view-luxury-apartment,8.8,8.7,8.3,8.7,8.5,9.5,2.5,8.8
3998,gordon-81-sea-n-39-rent,0,0,0,0,0,0,0,0
3999,sweet-home-on-the-beach,0,0,0,0,0,0,0,8.7
4000,gordon-beach-new-3-bedroom-apartment-free-parking,0,0,0,0,0,0,0,8.6
4001,ben-yurion-3br-on-the-beach,0,0,0,0,0,0,0,8.7
4002,beach-apartment-tlv,0,0,0,0,0,0,0,8.2
4003,authentic-sea-view-jaffa-home,8.4,8.8,8.8,9.1,8.4,7.5,7.5,8.7
4004,amazing-penthouse-midtown-tlv,0,0,0,0,0,0,0,9.8
4005,luxury-neve-tsedek-3br-apartment,0,0,0,0,0,0,0,8.5
4006,bat-yam-luxery-sea-view-suite,9.8,9.4,9.5,9.4,9.1,9.4,10,9.2
4007,svvytt-hshmsh-hshvq-t,9.2,8.9,7.8,9.2,8,9.8,6.2,8.8
4008,elena-apartments,8.3,7.8,7.7,7.8,7.4,9.3,10,8
4009,seanrent-apartments-herbert-samuel-street,0,0,0,0,0,0,0,6.7
4010,ziv-apartments-hayarkon-196,0,0,0,0,0,0,0,8.3
4011,mlvn-dyrvt-tl-byb-bt-ym-mvl-khvp-hym-1207,7.8,6.9,7.2,7.5,7.8,9.7,10,7.6
4012,talnet-apt-telaviv,0,0,0,0,0,0,0,8.2
4013,ben-yehuda-duplex,0,0,0,0,0,0,0,8.5
4014,dave-tlv-by-brown-hotels,9.5,8.6,8.8,8.7,8.4,9.5,9.4,8.8
4015,miraks-ha-yarkon,0,0,0,0,0,0,0,7.4
4016,seanrent-apartments-hayarkon-67,0,0,0,0,0,0,0,8
4017,seanrent-apartments-frug-street,0,0,0,0,0,0,0,0
4018,luka-15-by-beach-apartments-tlv,0,0,0,0,0,0,0,7.7
4019,23-hovevei-tsiyon-street-by-beach-apartments-tlv,0,0,0,0,0,0,0,7.1
4020,charming-boutique-studio-in-the-heart-of-tel-aviv,8,6.7,7.5,6.6,6.7,8.7,10,7
4021,benjamin-herzliya-business,8.4,7.8,8.4,8.2,7.6,8.3,8.1,8.1
4022,meir-39-s-casa,0,0,0,0,0,0,0,7.9
4023,beach-apartment-herzliya,10,9.8,9.8,9.7,9.7,10,10,9.9
4024,o-amp-o-group-vision-126,0,0,0,0,0,0,0,10
4025,shelly-39-s-home-boutique-aparments,8.9,8.2,9.8,8.9,7.7,9.1,7.5,8.6
4026,liber-rokach-apartments,0,0,0,0,0,0,0,8.2
4027,luxury-private-room,8.8,8,7.8,7.7,8,7.9,10,7.9
4028,netanya-sea-studio-netanya1234567891011121314,9.5,8.4,8.6,8.3,8.2,9.3,8.8,8.6
4029,levee,9.8,9.9,10,10,9.4,9.9,10,9.8
4030,central-tel-aviv-in-a-culture-and-health-zone,0,0,0,0,0,0,0,9.1
4031,prima-link,9.5,9.1,9.4,9.4,8.8,9.1,8.4,9.2
4032,nitsa-luxurious-apartment,0,0,0,0,0,0,0,10
4033,laguna-water-front-sweet-1,0,0,0,0,0,0,0,10
4034,stylish-penthouse-in-bialik-sea-view-terrace,0,0,0,0,0,0,0,9.9
4035,airtlv-ben-asher-apartments,0,0,0,0,0,0,0,10
4036,amazing-apartment-with-privat-pool-and-parking,8.3,9.2,8.8,9.8,9,10,8.8,9.2
4037,bealink-hotel,8,7.2,7.8,7.8,7.1,7.8,8.6,7.2
4038,beach-front-lux-apartment-pool-47-gym-47-parking,0,0,0,0,0,0,0,0
4039,luxury-2-bdr-in-the-heart-of-the-yafo-flea-market-1,0,0,0,0,0,0,0,0
4040,willy-brandt-affordable-cute-studio-near-the-beach,0,0,0,0,0,0,0,7.2
4041,beautiful-apartment-2-min-from-the-beach-h1,0,0,0,0,0,0,0,9
4042,spa-house-boutique-rishon-letzion,7.6,6.5,7,6.8,6.3,6.8,8.2,6.4
4043,studio-by-the-sea,0,0,0,0,0,0,0,10
4044,seanrent-apartments-pines-street,0,0,0,0,0,0,0,8.2
4045,prima-millennium,8.6,8.3,8.7,8.7,8,8.2,8.6,8.3
4046,feelhome-apartments-eduard-bernstein-street,0,0,0,0,0,0,0,9.7
4047,3-pieces-grand-luxe-1er-ligne-de-mer-tel-aviv,0,0,0,0,0,0,0,8.1
4048,spa-house-boutique-petach-tikwa,7.5,6,6.8,6.6,6.1,5.7,5.9,6
4049,bat-yam-apartment-sea-view-3,0,0,0,0,0,0,0,7.4
4050,feelhome-apartments-yishkan-street,0,0,0,0,0,0,0,8.8
4051,estatespa,9.4,9.1,9.1,9.2,8.6,8.5,8.8,9
4052,charming-3-bdr-apt-2-min-from-the-beach-tl-51,0,0,0,0,0,0,0,0
4053,apartment-near-weizmann-institute,0,0,0,0,0,0,0,9
4054,herzylia-get-a-way-w-47-swimming-pool-by-sea-n-39-rent,0,0,0,0,0,0,0,8.4
4055,lagoon-amaizing-water-front-3-herzliya,0,0,0,0,0,0,0,9
4056,beautiful-and-design-apt-in-the-heart-of-neve-tzedek-terrace-n10,0,0,0,0,0,0,0,9.8
4057,etty-39-s-house-boutique,9.2,8.5,9.3,8.9,8.3,8.6,10,8.6
4058,180-boutique-hostel,9,7.9,8.1,8.1,8.3,9.6,8.3,8.1
4059,lear-boutique-amp-spa,9.3,9.1,9.5,9.5,8.6,8.8,9.3,9.2
4060,gordonia-private-maale-hachamisha2,9.6,9.3,9.4,9.5,8.6,9.5,9.2,9.2
4061,sea-net,8.3,7.3,7.7,7.6,7.8,8.9,8.3,7.5
4062,haogen4,0,0,0,0,0,0,0,9.5
4063,luxury-2-bdr-duplex-with-amazing-sea-view-terrace,0,0,0,0,0,0,0,9.3
4064,4-br-apartment-neer-the-beach,0,0,0,0,0,0,0,0
4065,idelson,7.6,6.6,7,7,7,8.6,7.6,6.9
4066,rothschild-rooms,9.1,8.7,9.1,8.8,8.6,8.6,7.5,8.7
4067,golden-house-by-brown-hotels,9.5,8.8,9.1,9.1,9.1,9.6,9.2,9
4068,sea-n-39-rent-ramat-aviv,0,0,0,0,0,0,0,7
4069,comfort,7.1,5.9,6.1,6.1,6.2,8.3,7.7,6.1
4070,nywelaviv,8.6,8.3,8.5,8.4,7.9,7.8,7.6,8.1
4071,seanrent-apartments-bar-kokchva-street,0,0,0,0,0,0,0,7.5
4072,nitza-boutique-apartment-kosher,0,0,0,0,0,0,0,10
4073,dizengoff-208-tel-aviv,9,8.3,8.8,8.7,8.6,9.5,9,8.6
4074,a-dream-place-in-raanana,0,0,0,0,0,0,0,7.7
4075,baroud-gedera-israel,9.8,9.7,10,9.9,9.6,9.6,9.2,9.8
4076,wom-allenby-by-brown-hotels,9.2,7.9,8.2,7.5,8,9.3,9.8,7.8
4077,best-flats-in-florentin,0,0,0,0,0,0,0,7.3
4078,marina-tel-aviv,6.9,5.9,6,6.1,5.7,8.1,6.6,6.1
4079,maale-hachamisha,8.3,7.5,7.6,7.8,7.7,8.8,8.8,7.6
4080,bugrashov-rooms,8.8,6.9,6.9,7.2,8.2,9.8,6.2,7.2
4081,cozy-room-in-shared-apartment-penthouse,7.1,6.7,6.6,6.6,7,7.6,8.3,6.4
4082,lagoon-view-3bd-huge-family-apartment,0,0,0,0,0,0,0,7.5
4083,brut-tel-aviv-by-brown-hotels,8.5,7.8,8.4,8.4,8.1,8.9,8.5,8
4084,rothschild-22,8.9,8.6,8.7,8.9,8.4,9.6,8.4,8.7
4085,villa-miami,0,0,0,0,0,0,0,8
4086,feelhome-israel-apartments-herzliya-marina,6.2,7.2,7.5,7.8,6.6,8.8,2.5,7.1
4087,feelhome-ben-yehuda-50-47-bograshov,0,0,0,0,0,0,0,8.5
4088,feelhome-ben-yehuda-gordon,0,0,0,0,0,0,0,0
4089,feelhome-apartments-ben-yehuda-street,0,0,0,0,0,0,0,0
4090,lighthouse-by-brown-hotels,8.9,8.5,8.7,8.8,8.3,9.3,8.4,8.6
4091,sea-and-sun-holidays-on-the-beach,0,0,0,0,0,0,0,0
4092,pepo-hostel,7.6,7.1,7.5,7.3,7.6,8.7,8.8,7.1
4093,unique-2bdr-roof-top-sea-view-step-to-neve-tsedek-tl56,0,0,0,0,0,0,0,8.6
4094,beit-eshel-apartment,8.9,7.9,8.1,8.1,8.2,9.3,9,8.2
4095,king-39-s-rooftop-studios,9.3,8.5,9.1,8.8,8.4,9.2,8.3,8.7
4096,bnei-dan-youth-hostel,8.5,7.6,7.8,8,8.3,8.7,8.2,8
4097,debrah-brown-tel-aviv,9,8.7,8.9,8.9,8.5,9.3,9.5,8.8
4098,beautiful-sea-view-apartment-tel-aviv-tl5,0,0,0,0,0,0,0,8.8
4099,shenkin-boutique,9.3,8.7,9,8.9,8.3,9.4,8.9,8.7
4100,hostel-bu93,7.3,5.8,5.7,5.9,6.6,8.3,8.2,5.6
4101,momos-hostel,7.3,5.2,5.5,5.2,6,8.3,6.1,5.7
4102,sky-hostel,6.8,4.5,4.7,4.6,5.1,7.6,5,4.8
4103,lusky-suites,8.7,8,8.5,8.5,8.1,9.6,9.4,8.4
4104,berdichevsky,9.1,8.4,8.9,8.7,8.5,9.5,8.1,8.7
4105,armon-yam-batyam-israel,8.5,8,8.6,8.4,7.9,9,8.2,8.2
4106,the-seasons,8.6,7.2,7.8,7.9,7.6,9.1,8.3,7.7
4107,79-rothschild-stay,7.5,6.7,7.1,7,6.7,7.7,6.4,6.6
4108,brown-beach-house-tel-aviv,8.8,8.1,8.4,8.4,7.9,9.3,8.2,8.2
4109,market-place-tel-aviv-yafo,6.7,6.2,6.2,6,5.9,8.4,5,6
4110,ink,9.8,9.4,9.7,9.7,9.1,9.5,9.8,9.5
4111,boutique-mizpe-yam,8.6,7.6,8.3,7.9,8.2,8.6,8.3,7.9
4112,unique-ashdod,9.3,8.4,9,8.9,8.6,7.4,7.5,8.6
4113,4-bedroom-rotschild-tower,0,0,0,0,0,0,0,0
4114,nice-studios-on-ben-yehuda-str,9,8.4,8.8,8.7,8.5,9.7,9,8.5
4115,abraham-hostel-tel-aviv,9.1,8.8,8.8,8.6,8.7,9.1,8.6,8.8
4116,meir-39-s-boutique-guesthouse,9.1,9,9.4,9.1,9,9.3,10,9
4117,joseph,9.6,8.8,9.2,9.1,8.9,8.9,9,8.9
4118,rena-39-s-house,9.2,8.8,9,8.8,8.9,9.2,9,8.9
4119,feelhome-israel-apartments-neve-tsedek,0,0,0,0,0,0,0,9.3
4120,montefiore-tel-aviv,9.5,9.2,9.5,9.4,8.8,9.7,9,9.3
4121,ramada-suites,7.6,7,7.2,7.5,6.8,8.4,7.4,7.1
4122,ezore-yam-apartmens,0,0,0,0,0,0,0,9.2
4123,wonderful-garden-apartment,9.3,8.8,9.2,8.8,8.6,9.4,8.3,8.8
4124,hermespa-amp,9.1,7.9,8.3,8.1,8.1,8.6,8.9,8.1
4125,gk-apartment-yerushalayim-st,0,0,0,0,0,0,0,0
4126,zimer-in-rehovot,0,0,0,0,0,0,0,8.7
4127,svr-lh-mr,9.5,8.5,8.8,8.8,8.5,9.4,8.8,8.7
4128,leonardo-plaza-ashdod,7.5,7,7.2,7.4,6.5,8,8,6.9
4129,hacarmel-apartment,5.7,4.6,5,5.2,5,6.2,6.5,4
4130,spat-rooms-vip,8.3,7.8,8.3,7.8,7.5,7.5,2.5,7
4131,poleg-temporary-name,6.6,5.5,6.2,6.4,6.1,7.5,6.1,5.7
4132,tel-aviving-com,8.5,6.8,7,6.9,6.8,9.1,5,7.3
4133,sea-land,9.1,8.2,8.4,8.2,8,9.3,9.2,8.3
4134,polihosts-old-jaffa,8.9,8.3,8.4,8.3,8.8,9.5,8.8,8.5
4135,the-setai-tel-aviv,9.1,9.1,9.3,9.3,8.3,9.3,8.9,9
4136,residence,7.1,6.2,6.7,6.6,6.6,8.7,7.6,6.3
4137,levinsky-and-rothschild-studios,7.3,6.6,7,6.8,7.2,7.9,10,6.6
4138,sun-city,8.2,6.8,7.6,7.2,7.2,8.5,7.2,7
4139,grand-beach-tel-aviv,7.5,6.6,7.2,7.2,6.6,8.4,7.9,6.7
4140,dan-panorama-tel-aviv,8.3,7.9,8,8.2,7,8.9,7.5,8
4141,studios-next-to-rothschild,0,0,0,0,0,0,0,5.2
4142,best-western-regency-suites,9.2,8.7,9,8.9,8.3,9.5,10,8.8
4143,cozy-apartment-best-location-10-min-from-tlv,0,0,0,0,0,0,0,0
4144,west,7.7,7.4,7.6,7.9,7.1,8.1,8.2,7.3
4145,spat-ashdod,7.2,6.1,6.9,6.6,5.9,7.4,6.4,6.2
4146,spat-apartments,7.6,8,8.1,7.5,7.9,8.8,6.2,7.9
4147,levinsky-market-apartments,7.2,6.9,7.1,7,6.9,8.4,8,6.6
4148,spat-beach,7.7,6.4,7.1,6.8,6.5,8.4,7.5,6.7
4149,house-of-palm-luxury-collection,8.7,8.4,8.9,8.8,8.3,9.7,8.3,8.7
4150,west-lagoon-resort-netanya,8.5,8.4,8.6,8.7,8,9.1,8.3,8.3
4151,tsymr-rkhvbvt,0,0,0,0,0,0,0,1.9
4152,residence-beach,7.2,6.2,6.6,6.9,6.5,9,7.8,6.4
4153,new-amazing-penthouse-sea-view,0,0,0,0,0,0,0,10
4154,mercure-suites-bat-yam,7.4,5.4,6.1,6.4,5.6,8.6,8.8,5.7
4155,david-tower-hotel-netanya-by-prima-hotels,0,0,0,0,0,0,0,8.8
4156,white-city-beach-guesthouse,9.8,8.4,8.9,8.7,9.3,9.6,9.5,9
4157,rothschild-tel-aviv-studio,9.8,8.9,9.4,9.2,9,9.9,9.5,9.3
4158,luxury-3-br-sea-view-apartment-near-the-beach-parking,0,0,0,0,0,0,0,9.6
4159,laguardia,6.5,5.3,5.6,5.5,5.5,6.1,5,5.4
4160,ben-azarya-room-39-s-flea-market-old-jaffa,6.9,6.9,6.7,7,7.2,8.8,7,6.4
4161,175-ben-yehuda-apartments,7.2,6.2,6.7,6.6,6.5,8.7,6.2,6.2
4162,sunshine-shut,6.9,6.3,6.8,6.6,6.3,8.8,8.3,6.4
4163,vital-tel-aviv,9,8.5,9.2,9,8,8.9,8.4,8.6
4164,apartments-petah-tiqwa-bar-kochva-street,9.2,8.8,9.1,8.8,8.1,7.9,10,8.4
4165,margoa-netanya,8.6,7.3,8,7.7,7.9,9.1,8,7.7
4166,amazing-prestigious-apt-33-floor-see-view-tower,0,0,0,0,0,0,0,0
4167,selina-jerusalem,9,7.9,7.8,8,8,9,9.4,8.2
4168,allenby-classic-and-modern-studio-apartments-tl-byb-ypv,9,9.1,9.4,9.2,8.9,9.2,9.2,8.9
4169,port-and-blue-tel-aviv,8.8,8.2,8.6,8.6,8.4,9.1,9.1,8.4
4170,studio-by-the-sea-bograshov-street,0,0,0,0,0,0,0,8.4
4171,star-guest-house,8.5,6.7,7,6.8,6.9,6.8,5,6.8
4172,boutique-alma,8.5,7.3,8.1,7.7,7.8,8.1,8.6,7.7
4173,king-solomon,7.7,6.1,6.5,6.5,6.5,8.8,7.5,6.5
4174,dan-tel-aviv,7.8,7.5,8,7.9,6.7,9.2,8.9,7.5
4175,mvl-hym-mihmoret,0,0,0,0,0,0,0,8
4176,west-lagoon-resort-netanya,8.5,8.4,8.6,8.7,8,9.1,8.3,8.3
4177,tsymr-rkhvbvt,0,0,0,0,0,0,0,1.9
4178,residence-beach,7.2,6.2,6.6,6.9,6.5,9,7.8,6.4
4179,new-amazing-penthouse-sea-view,0,0,0,0,0,0,0,10
4180,mercure-suites-bat-yam,7.4,5.4,6.1,6.4,5.6,8.6,8.8,5.7
4181,david-tower-hotel-netanya-by-prima-hotels,0,0,0,0,0,0,0,8.8
4182,white-city-beach-guesthouse,9.8,8.4,8.9,8.7,9.3,9.6,9.5,9
4183,rothschild-tel-aviv-studio,9.8,8.9,9.4,9.2,9,9.9,9.5,9.3
4184,luxury-3-br-sea-view-apartment-near-the-beach-parking,0,0,0,0,0,0,0,9.6
4185,laguardia,6.5,5.3,5.6,5.5,5.5,6.1,5,5.4
4186,ben-azarya-room-39-s-flea-market-old-jaffa,6.9,6.9,6.7,7,7.2,8.8,7,6.4
4187,175-ben-yehuda-apartments,7.2,6.2,6.7,6.6,6.5,8.7,6.2,6.2
4188,sunshine-shut,6.9,6.3,6.8,6.6,6.3,8.8,8.3,6.4
4189,vital-tel-aviv,9,8.5,9.2,9,8,8.9,8.4,8.6
4190,apartments-petah-tiqwa-bar-kochva-street,9.2,8.8,9.1,8.8,8.1,7.9,10,8.4
4191,margoa-netanya,8.6,7.3,8,7.7,7.9,9.1,8,7.7
4192,amazing-prestigious-apt-33-floor-see-view-tower,0,0,0,0,0,0,0,10
4193,selina-jerusalem,9,7.9,7.8,8,8,9,9.4,8.2
4194,port-and-blue-tel-aviv,8.8,8.2,8.6,8.6,8.4,9.1,9.1,8.4
4195,studio-by-the-sea-bograshov-street,0,0,0,0,0,0,0,8.4
4196,star-guest-house,8.5,6.7,7,6.8,6.9,6.8,5,6.8
4197,king-solomon,7.7,6.1,6.5,6.5,6.5,8.8,7.5,6.5
4198,dan-tel-aviv,7.8,7.5,8,7.9,6.7,9.2,8.9,7.5
4199,liraz-suits,0,0,0,0,0,0,0,7.4
4200,ruth-daniel-residence,7.9,6.7,6.9,7.2,6.9,8.1,7.2,7
4201,star-apartments,8.6,8.4,8.3,8.5,8.3,7.6,8.8,8.3
4202,island-suites,8.8,8.6,8.7,8.9,8.3,9.4,9,8.7
4203,new-penthouse-by-the-beach-sea-view,0,0,0,0,0,0,0,0
4204,fiore,8.9,6.9,7.8,7.7,7.4,8.9,8.1,7
4205,david-hameleh-house,9.4,8.7,9.2,8.9,9.1,9.5,9.3,8.8
4206,marina-towers-pool-suite,7.6,7.1,6.8,7.3,7,8.8,7,7
4207,trumpeldor-beach-apartments-tlv,9.2,8.4,8.3,8.3,8.2,9.5,9.6,8.4
4208,chic-apartments-by-the-beach,6.7,6.6,6.9,6.9,6.6,8.7,8.8,6.6
4209,old-jaffa-39-s-penthouse-hostel,8.5,8.2,8.5,8.2,8.1,9.2,8.1,8.3
4210,cosy-room-near-idc-amp-bet-prothea-herzelyia-center,9.3,8.9,9.5,8.9,8.3,8.8,2.5,8.5
4211,olala-marina,8.2,7.6,7.7,7.8,7,9.5,5,7.5
4212,design-apartments,7.3,7,7.6,7.5,6.5,8.7,8.8,6.8
4213,sunny-sea-view-studio,8.9,7.8,8.3,8.5,8.2,9.4,9,8.2
4214,cozy-bloomfield-guesthouse,5.9,5.3,5.2,5.6,6.4,7.3,8.3,5.3
4215,oscar,9.9,9.3,9.8,9.5,9.2,9.9,7.1,9.5
4216,dizengoff-penthouse-tel-aviv-yafo,7.8,7.7,7.5,7.5,7.8,9.5,10,7.8
4217,new-lovely-suite-in-carmel-market-by-the-beach,0,0,0,0,0,0,0,0
4218,lucy,9.6,9.3,9.9,9.4,9.2,9.3,8.3,9.3
4219,beach-view-apartments,5.6,4.5,4.5,4.9,4.6,7,6.9,3.7
4220,room-service,0,0,0,0,0,0,0,3.8
4221,ctlv-rambam-residence,0,0,0,0,0,0,0,9.6
4222,dan-accadia-herzliya,8.1,8.1,8.2,8.1,7.1,9.1,8.5,7.9
4223,sea-line-from-r-amp-a-group,5.3,4.5,4.7,4.7,3.8,5.9,5,3.4
4224,hilton-tel-aviv,7.7,7.9,8.1,8.3,6.8,8.8,8.4,7.6
4225,mini-hostel,0,0,0,0,0,0,0,6.7
4226,sunset-beach-apartments-tel-aviv,6.4,6.1,6.6,6.7,6.2,8.7,4.6,6.3
4227,kapah-10-private-beach-market-studio-balcony,0,0,0,0,0,0,0,5.3
4228,inntlv,7.7,6.8,6.9,7,7.4,6.7,7.3,6.7
4229,jew-sidi-bou,0,0,0,0,0,0,0,7.7
4230,kvartira-na-liuboi-srok-s-shikarnym-vidom-na-pervoi-linii-bat-iam-al-per-2,0,0,0,0,0,0,0,8.9
4231,kerem-beach-house-with-private-yard-nearby-carmel-market-and-beach,0,0,0,0,0,0,0,0
4232,boutique-sea-residence-by-the-beach,0,0,0,0,0,0,0,6.1
4233,emilia-tlv,9.9,9.6,9.7,9.7,9.4,9.8,9.2,9.7
4234,sea-you-soon-netanya,9.9,9.7,9.8,9.7,9.8,9.8,9.5,9.7
4235,flea-market-studio-tel-aviv-yafo,6.3,5.4,6.3,5.7,5.1,7.5,6.9,5
4236,el-yam-netanya,6.6,5.7,5.7,6,5.9,7.6,5,5.2
4237,ginot-yam,6.4,4.8,6,5.6,5.4,8.2,4.5,5.3
